trans_date,trans_month,trans_year,category,upi_number,transaction_amount,state,zip code,fraud
14,6,2020,9,3753893748,5060.234278,,62974,0
28,3,2022,13,3868027088,7312.035191,,66129,0
30,12,2020,20,4573632094,3022.281886,,16864,1
1,3,2022,0,9009724634,4994.930405,,14454,0
28,7,2020,12,9529531794,7012.890909,,95348,0
15,7,2023,22,2302862005,3425.461995,,53308,0
30,11,2022,11,7945191500,1435.333375,,47047,0
30,3,2022,10,2331356843,4550.196477,,91928,0
5,2,2023,4,6596042973,4054.476325,,98279,0
9,7,2023,12,8264930304,1618.270761,,33118,0
12,12,2022,18,8075229097,1,,52901,0
15,10,2020,1,6803562191,1,,65989,0
3,7,2021,8,3324457020,1099.82727,,23108,0
4,1,2022,16,2488164162,5363.275743,,80704,0
1,6,2022,3,6773152237,5658.08247,,65620,0
31,12,2023,12,1662974285,3715.390034,,71280,0
2,12,2020,20,4195017082,8338.925613,,78778,0
2,11,2020,0,5245350638,6996.401506,,95538,0
26,12,2020,22,5408369753,3931.226572,,97243,0
1,8,2022,4,2289248928,4340.322622,,85185,0
20,12,2020,22,7274565727,11620.82908,,93897,0
11,3,2021,15,9933385092,7384.06123,,70306,1
5,7,2020,23,4469527345,6295.41424,,11051,0
25,3,2021,3,9042289975,2202.999079,,69072,1
8,7,2020,6,2177849752,5157.212554,,35840,0
5,10,2021,21,6881052471,3646.77288,,51267,0
5,11,2020,1,6379853829,10968.67326,,41015,0
18,7,2022,7,3336413265,1421.74546,,48326,1
23,10,2023,22,2150381276,7764.170254,,54395,0
24,11,2020,0,8607057890,2932.858321,,97492,0
15,12,2022,8,4256952256,14766.22868,,65226,0
7,3,2020,5,1659907730,2969.313891,,11853,1
30,3,2023,12,5741579763,8869.004106,,92673,0
13,5,2021,5,2825504137,748.921329,,53634,0
8,1,2023,13,4799666368,2967.62212,,35242,0
3,7,2020,11,1999857986,6357.775492,,88566,0
15,3,2023,11,4557595087,1338.302073,,27052,0
5,2,2023,2,7722369366,4132.6162,,23286,0
21,6,2020,18,2830065471,3024.087317,,60493,0
8,12,2020,1,4353737872,7894.447037,,80894,0
3,10,2022,23,7128906015,5070.632639,,53801,0
21,11,2023,6,1708107375,1397.3738,,80599,0
5,4,2022,4,6569451134,1550.675326,,32282,1
25,7,2020,6,8495194382,235.9238363,,14030,0
14,9,2023,11,5736702330,8661.844731,,84449,0
5,10,2020,3,7836560023,10133.69851,,23419,0
11,1,2022,11,9669909943,1,,62314,1
12,4,2023,5,9022104226,5623.933432,,69129,0
30,2,2022,20,5977197196,6845.328825,,29838,0
20,3,2021,2,5373752903,9059.569713,,67442,0
23,12,2022,18,6725381831,5525.825481,,20265,0
9,1,2021,18,3655000546,4241.110831,,24589,1
13,2,2020,2,1989809527,7137.779327,,81539,0
1,2,2020,11,7632827417,4557.712877,,13161,1
16,9,2020,20,3155897783,1944.009363,,62928,0
2,8,2022,6,2009945224,11405.15849,,12927,0
20,7,2022,11,9248579252,5229.594165,,94551,0
29,8,2021,3,5816913532,3728.440555,,96773,0
27,9,2021,5,9277753430,4146.120695,,99860,0
17,3,2020,10,4292719050,4607.131999,,54720,0
10,9,2021,15,7516733405,3225.38026,,31130,0
12,1,2020,6,4267755752,3209.767597,,82311,0
16,3,2021,4,6568817246,7225.972117,,49457,0
14,12,2021,16,4743076931,4835.420778,,58876,0
9,10,2023,20,8765635869,10829.0299,,42453,0
9,4,2021,0,5189112440,5545.592518,,36209,1
7,4,2021,19,4382714082,8463.146499,,89815,0
21,4,2023,7,9317597100,5892.01841,,19852,0
23,11,2023,9,8559874325,5670.131744,,99065,0
19,7,2022,14,2228095879,142.1127203,,30660,0
4,5,2022,2,7952951630,3279.050742,,31539,0
21,7,2021,18,1574884643,9986.983994,,53365,0
31,12,2022,9,2293048719,1513.330358,,38621,0
26,5,2021,10,9552762035,9504.658703,,13484,0
13,4,2023,11,4941220003,7491.68561,,19185,0
28,7,2021,5,2518704295,4951.353651,,85335,1
26,6,2021,3,7837561258,9254.253263,,43511,0
3,3,2020,21,6799155145,3253.732465,,88294,0
14,8,2021,14,4638617672,7157.513226,,23402,0
31,1,2023,16,7448948977,7910.880968,,48705,0
6,10,2021,10,6477016468,1498.800401,,23335,0
31,9,2023,13,1929177360,7288.515119,,27056,0
21,2,2020,2,8016404569,7397.386218,,22898,0
22,12,2023,16,7667708240,9524.779878,,91338,0
11,8,2020,20,7183864355,7342.219012,,88396,0
28,11,2022,15,2596567359,8948.731865,,35780,0
25,2,2022,14,4232526974,4157.487321,,43567,0
6,5,2022,8,7074520273,1724.696818,,27786,1
24,10,2023,5,8466638017,4836.449688,,55686,0
26,5,2021,3,2787747074,1884.331852,,27202,1
20,4,2020,0,5869592757,949.9185485,,67305,0
9,4,2020,9,6874885369,6900.141958,,57740,0
24,9,2021,17,1958086139,6680.916227,,95848,0
23,1,2020,16,5556329174,3095.846778,,24626,0
24,4,2023,1,7099573102,1866.646602,,50783,1
14,4,2022,14,5940704522,4254.922727,,71871,0
15,2,2021,4,1478482105,5269.940796,,83457,0
16,10,2023,8,5210260748,10462.52663,,45631,0
17,5,2020,23,4484806973,5098.041298,,46574,0
13,12,2023,19,8665873213,5027.526259,,48617,0
1,3,2020,19,1060412067,2724.306907,,13737,0
16,3,2020,2,7010505394,6989.993734,,38916,0
8,9,2023,7,7808030001,1344.289435,,12889,0
15,6,2020,4,8212786676,3627.053714,,14641,0
9,7,2022,13,6815268199,4989.717145,,58720,0
17,3,2023,13,8884654792,3079.988573,,90350,0
3,6,2020,21,6038650690,5496.697417,,63722,0
14,1,2021,8,2687575950,8202.79957,,69446,0
19,2,2021,14,5726178804,3412.660527,,77307,0
24,11,2020,6,5846843161,5815.08358,,26974,0
5,7,2021,2,7846814619,7859.018617,,60604,0
25,1,2021,10,1280341685,12991.24136,,52454,1
25,10,2020,18,2453294280,2611.021356,,84846,0
3,9,2022,20,3514856017,7592.14984,,64319,0
28,9,2022,16,5223621925,3630.866717,,70497,0
3,11,2022,14,6489524405,6576.794358,,84284,0
16,12,2020,20,3722773015,4453.185664,,25319,0
16,8,2022,8,2118541458,3600.791643,,76913,0
19,2,2022,1,3903228366,7132.615016,,23270,0
11,11,2021,23,3772562178,6772.893573,,72341,0
16,8,2022,14,9747495258,3381.60067,,10225,0
2,3,2020,3,8390445771,357.9915514,,75301,0
1,5,2021,23,8233320891,3800.583674,,31258,0
24,1,2023,19,5646448319,8048.415621,,49308,0
5,9,2021,9,3497969099,3348.327574,,60658,1
21,9,2022,16,9444218874,6943.155294,,42845,0
26,4,2022,16,5526395053,5505.000446,,55626,0
8,1,2020,17,1693591820,2327.884652,,91905,0
23,11,2021,18,6533137768,4189.427496,,39313,1
24,7,2020,17,3653649143,9043.948097,,59273,0
13,11,2022,12,9459718308,6769.309368,,75284,0
30,8,2020,7,2859781585,10022.35623,,37859,0
8,6,2023,7,6679575177,5208.308782,,19364,0
7,5,2022,21,1139769833,704.902977,,80171,0
6,8,2020,17,9923782165,5533.414667,,22447,0
6,5,2023,7,3516461743,4969.269395,,95615,0
24,4,2021,21,1487999834,324.9463491,,50807,1
4,12,2022,11,9059454962,5163.771854,,37469,0
10,12,2021,16,8008210745,7387.09212,,39680,0
4,6,2021,10,2756258204,7044.650478,,18471,0
22,8,2023,13,1740991683,2475.571524,,50134,0
12,9,2021,9,1794611996,1,,87860,0
10,10,2022,17,2095636993,1,,32360,0
1,1,2020,6,1972257188,4485.089169,,25852,0
10,8,2023,14,3174199925,4040.647855,,51923,0
3,6,2021,5,4365530569,8770.26088,,47698,0
31,9,2020,20,8382362870,3657.820302,,94395,0
23,10,2022,18,7472277451,3603.170994,,55695,0
8,7,2020,5,6871700784,6330.606019,,40117,1
30,8,2021,15,3096832355,5519.142325,,99937,0
2,6,2022,6,4414960877,7338.166835,,71423,0
5,9,2022,15,1137711339,8026.131222,,21685,0
26,5,2022,23,5886412317,7932.712532,,65765,0
2,11,2022,9,5286698952,10358.4962,,82735,0
11,7,2020,22,4253674339,9126.420736,,27834,0
5,7,2022,14,7391076406,180.1032229,,65510,0
28,7,2020,9,6742508507,2317.19863,,67504,0
7,6,2023,19,9311017179,6869.037911,,25152,0
6,9,2022,10,5854309468,7169.530322,,83299,0
8,11,2022,10,8548748203,984.3141171,,80423,0
20,1,2020,10,5544820632,1,,53762,0
29,9,2022,8,2832654545,6714.683794,,72420,1
30,11,2022,23,8182361751,5641.108853,,79743,0
1,4,2023,2,6114841955,2364.27847,,87969,1
4,11,2022,6,8285954238,196.6282341,,44577,0
12,5,2023,2,2828030413,5871.13813,,26818,0
24,6,2022,19,3878327308,962.5640465,,46415,0
7,12,2021,0,1423261814,5084.077095,,48133,0
21,1,2023,6,4320941773,8133.563049,,52317,0
16,9,2021,22,4506879755,9866.925418,,37583,0
17,2,2023,5,6054927255,9072.561854,,26365,0
23,7,2023,23,9740995978,1959.408123,,82011,0
25,8,2020,9,7285827861,7145.12701,,83387,1
26,1,2023,20,1037365532,7724.663656,,95857,0
2,9,2022,19,8951048900,5908.891517,,13371,0
20,4,2021,20,2932132912,7521.884212,,61768,0
24,6,2020,9,6095503473,4176.531784,,41614,0
25,4,2021,16,3693066699,6608.134712,,39092,0
17,2,2020,19,9164172387,8570.691957,,86642,0
14,2,2023,21,7667825488,2738.256973,,67886,0
27,3,2020,17,2398790701,2939.970581,,58194,0
13,5,2020,1,9107028305,4570.310093,,91642,0
12,2,2023,11,9530081004,6752.653144,,93664,0
30,12,2020,6,9544619661,3572.458631,,59458,0
13,7,2020,10,1904734386,4412.538096,,44970,0
2,3,2021,18,7258351562,4855.931717,,73898,0
1,12,2021,17,6341712659,4091.58912,,93350,0
12,3,2021,13,3063464693,4828.88528,,57957,1
17,5,2023,18,7395045874,8928.193474,,59193,0
20,7,2022,5,5658691867,6092.888507,,80774,0
11,1,2023,21,2176562336,9942.729594,,22287,0
3,12,2020,5,6527218970,1700.312001,,38580,0
23,4,2020,18,2127007799,6477.607506,,71430,0
26,12,2022,6,8312244117,12260.37847,,65736,0
15,9,2020,23,1344891604,8336.136835,,58728,0
21,8,2022,0,7601363743,6046.822438,,31575,0
28,3,2021,8,6150290745,3975.9594,,28761,0
2,11,2020,15,8842745896,4581.262391,,93495,0
25,6,2023,23,8848486337,4038.021588,,13287,0
29,9,2022,12,6809748802,7852.980793,,17041,0
1,10,2020,15,6854544509,1920.649108,,65726,0
19,9,2021,14,2817070045,6085.76448,,32083,0
5,5,2021,22,4135904951,8206.721746,,42351,0
4,4,2020,20,8605961178,10967.85646,,18072,0
2,5,2022,7,3152367377,4964.440698,,95447,0
29,11,2020,11,1831506126,1,,33627,0
12,2,2020,11,1119396373,1,,92979,0
5,9,2021,5,5523569571,6031.719622,,47498,0
7,2,2022,4,5281335301,4550.11484,,16069,1
23,9,2021,14,4351992008,7162.104611,,79959,0
12,8,2023,21,7019844317,9265.218692,,26739,0
17,7,2020,5,2696440748,7175.790018,,46068,0
5,10,2021,6,7672194086,4173.832581,,25883,0
4,4,2023,23,4697954427,146.8591513,,44138,0
24,5,2023,18,8304102355,3179.196165,,98314,0
31,3,2020,17,2752569103,10944.08805,,79328,0
3,7,2023,9,9893154327,7108.095941,,57641,0
20,3,2021,1,3514437698,4173.348373,,38537,0
18,5,2020,4,4594664620,6707.677797,,20115,0
25,7,2022,18,9654153291,3617.644533,,34033,0
11,5,2020,18,3226139662,5897.921404,,30814,0
11,1,2020,6,4848966475,7746.130201,,71126,1
12,4,2023,23,3442130615,5803.633928,,72739,0
17,5,2022,22,2573311385,4488.165288,,69444,0
10,3,2023,9,1085033319,4998.103038,,66578,0
8,6,2023,8,9169972081,1729.697599,,79370,0
14,10,2022,7,9239856744,2122.191627,,49630,0
11,10,2021,13,1807382700,7496.629411,,19068,0
13,2,2022,5,9855836144,1,,47470,0
2,9,2020,8,7135307871,7514.037782,,42274,0
18,5,2022,1,7096436141,8222.385505,,39507,0
2,1,2020,4,4922815314,1,,56946,0
26,6,2021,2,3033272247,7950.666248,,74665,0
11,9,2022,21,9819120782,5192.397652,,40010,0
3,3,2021,15,2698975208,5592.092594,,96985,0
15,8,2022,20,1229771133,5807.804009,,88132,0
21,1,2023,12,7753570001,7040.69873,,33622,1
27,3,2021,2,8889491625,202.6556757,,41935,0
12,3,2020,21,2068352884,5409.312276,,20368,0
11,2,2023,21,3531873829,14073.39389,,12496,0
5,5,2023,11,1424148551,10694.17379,,63638,0
14,3,2022,20,2329508121,1,,96261,0
2,11,2021,9,9692492842,4128.105363,,23195,0
28,2,2021,6,2613935800,3951.510331,,75021,0
14,5,2020,18,7973424806,1,,14941,0
26,2,2023,22,6572458834,8191.816741,,85849,0
26,11,2023,17,6618219488,10008.66931,,11918,0
25,3,2022,15,2357457201,3825.503029,,70328,0
3,7,2022,7,7774072651,8867.949137,,79209,0
25,5,2023,4,2321806521,3819.187144,,48172,0
6,5,2023,4,5099250427,6348.344019,,37289,0
24,6,2020,15,7531009020,4349.36726,,17742,0
9,8,2023,1,9272327373,2263.981782,,54874,0
30,5,2022,17,5326174352,2611.87961,,49541,0
3,6,2021,13,7788864178,4662.947511,,36140,0
1,4,2023,3,3141081338,8259.014171,,77612,0
23,1,2021,12,8412484200,4167.407738,,17460,0
6,1,2021,23,6241510423,6160.535392,,43887,1
17,8,2022,18,8219231066,2495.449394,,34244,0
23,5,2022,17,4248602675,4047.238362,,57831,0
11,12,2020,16,4702616408,3476.368742,,21122,0
10,11,2023,14,9109088811,8143.127674,,15281,0
12,6,2022,16,7093381812,3661.710847,,36753,0
15,5,2022,20,2881736390,1376.437466,,81007,0
6,4,2020,9,3643064594,3757.398594,,89484,0
8,7,2020,2,7650110089,1241.987446,,62073,0
1,5,2020,1,1815923219,1,,66005,1
4,1,2023,18,8021616338,429.0380012,,37571,0
27,3,2021,17,9040325797,2364.909169,,19218,0
3,5,2021,4,2443389864,6283.344314,,48702,0
1,6,2022,20,6420161652,4032.648791,,36519,0
13,12,2022,6,4950322479,2841.735013,,12817,0
22,1,2023,9,1017138972,4054.126653,,32530,0
3,1,2020,6,5813392822,4554.349691,,63192,0
12,11,2020,8,8880814444,1,,31445,0
14,6,2023,10,7265813803,2519.695209,,39668,1
26,8,2020,16,9307339318,7806.692773,,89446,0
20,7,2021,3,5617784349,3511.620574,,27313,0
1,7,2023,23,4805516453,1241.892835,,34500,0
22,1,2021,22,4697719385,10092.93772,,31959,0
3,12,2023,3,7193242050,10107.60449,,70863,0
3,8,2023,20,4753054346,2571.692041,,23913,0
28,11,2021,22,1760416044,4043.801838,,69321,0
12,3,2021,15,5177258196,7231.961008,,10587,0
17,5,2022,17,4669998126,2089.760513,,73128,0
31,5,2022,13,8435435726,13341.02621,,53756,0
31,4,2020,9,3307639579,4018.001682,,75921,1
31,7,2022,7,5674526794,4664.532062,,46155,0
1,1,2023,18,1693646962,4367.607593,,48697,0
30,10,2021,0,7918935732,3424.339733,,47242,0
2,11,2023,4,5884312494,3493.124432,,31836,0
8,11,2022,19,3180025637,8796.013586,,53444,0
11,10,2022,3,6110160089,2392.024633,,16828,0
21,5,2021,1,1872659165,3258.748499,,65646,0
12,5,2022,12,1972345785,2920.057748,,91611,0
3,2,2021,0,7748907493,8856.447012,,85053,0
15,8,2021,1,4710114463,9601.258457,,26325,0
18,10,2022,18,5581474078,8319.600924,,68522,0
11,7,2021,22,9212325655,3441.835499,,92192,0
10,9,2020,16,3191765307,3197.973254,,85566,0
26,4,2022,2,4395371623,5427.843652,,95444,0
22,8,2022,9,1909588250,6315.096583,,31550,0
22,7,2022,22,8186082663,9074.962115,,81883,0
16,4,2020,18,9720504826,2833.912005,,89783,1
26,6,2022,20,9159206105,6218.566217,,26533,0
16,5,2023,5,4802186964,1,,48146,0
29,4,2022,1,7706723062,5881.969118,,15728,0
19,6,2021,14,1362528982,5181.898351,,84948,0
10,8,2020,1,6539878754,9807.526424,,96396,0
7,9,2020,17,2860844369,5899.074895,,53991,0
13,5,2020,2,2836536287,9170.492484,,64414,1
29,7,2021,16,6669437063,8037.370505,,41258,0
6,2,2021,1,6303832371,2344.863852,,82903,0
26,3,2022,17,7218015019,4332.670565,,79783,0
14,1,2020,15,7381738284,5192.717684,,82128,0
11,8,2023,9,2815978228,282.2637991,,20322,0
6,10,2021,13,7662657235,7523.823478,,64678,0
30,7,2022,5,8198087175,11591.8064,,88758,0
1,2,2021,8,9420672170,7156.397107,,51752,0
30,2,2021,10,8017136048,5907.480593,,65913,0
21,10,2020,21,9141938293,4563.784966,,80012,0
29,1,2023,14,6014155752,9148.499432,,56378,0
5,1,2020,20,6356518525,4535.987622,,56545,0
11,1,2020,11,2241828839,243.915131,,53625,0
19,9,2021,7,8350645545,6344.654439,,94769,0
8,5,2020,23,5281420133,1369.665408,,71800,0
9,9,2023,18,3753541665,5327.172077,,47464,0
3,11,2022,19,7106557270,6286.808454,,47854,0
11,5,2020,2,8869062196,8404.449199,,65528,0
4,4,2023,1,3731574278,5837.761284,,43552,1
2,7,2022,8,9485292045,5241.555554,,99645,0
4,4,2021,10,8677766217,1357.837992,,81618,0
27,3,2021,1,8761407647,3973.93889,,22546,0
12,4,2020,16,2880860075,6207.361785,,54793,0
5,3,2021,14,5308028965,6480.33155,,87581,0
9,4,2022,18,4906634975,6261.719318,,44182,0
27,9,2021,19,4070777977,5707.285561,,53662,1
25,4,2023,18,3534441046,4176.993206,,76547,0
14,10,2022,4,9696443275,3879.793665,,72223,1
17,12,2022,2,9171246383,6709.356719,,25046,0
28,11,2021,17,2553328965,2243.676612,,62850,0
30,8,2022,14,7987525573,4848.197178,,19839,0
7,1,2020,23,6194045839,6326.872673,,28959,0
4,9,2023,0,8746485914,4827.74475,,71128,0
13,6,2021,20,5016259280,7425.660665,,90602,0
11,7,2022,19,7080448132,7116.411975,,93945,1
28,11,2022,8,6778795502,2907.672857,,82610,0
15,10,2020,17,3777425408,4158.602804,,67263,0
17,10,2023,3,1033754148,1585.674098,,50909,0
21,7,2020,11,7164647652,3176.024803,,19302,0
5,3,2022,0,9993473146,2499.280675,,40097,0
25,6,2020,17,2269451765,5063.52356,,73728,1
31,3,2023,19,3828932947,10470.54803,,12574,0
16,1,2022,12,6790183954,1,,48783,0
2,10,2022,14,3225012453,5456.550373,,39469,0
10,7,2020,13,9203158907,7557.004446,,93061,0
18,12,2022,21,6136488336,3184.757946,,24306,1
28,5,2021,10,5184927996,5913.693072,,37596,0
22,9,2021,5,7868251327,1346.789406,,37858,0
3,11,2020,1,3991063158,5030.098246,,19471,0
24,1,2020,19,5624167298,3942.25016,,62765,0
25,4,2022,10,5972187179,5896.932811,,11731,0
12,9,2021,13,4439901672,10347.70973,,71052,0
31,10,2021,2,1783342708,4165.196103,,46791,0
3,2,2022,23,9036790030,8795.887318,,82538,1
27,7,2021,11,7530291241,2582.708054,,26170,0
11,3,2021,3,4491551986,7858.955049,,60530,0
8,7,2022,8,8115101457,9845.693812,,84296,0
14,3,2023,1,9488417979,4869.732014,,84040,0
30,10,2020,13,4940343763,3908.902194,,69462,0
7,9,2023,1,3771346425,2341.33208,,64508,1
13,4,2022,13,3059319343,9051.802163,,39548,0
9,8,2021,5,8389811649,4160.256004,,59354,0
12,1,2022,11,1137881125,7986.997135,,68692,0
10,7,2021,4,9584779905,1529.319791,,79386,0
5,6,2023,13,4035206218,8644.463271,,33576,1
29,10,2022,5,9479106863,5539.572253,,71449,0
19,3,2023,9,1002374693,5671.903983,,65346,0
15,3,2020,16,9097586290,3323.866102,,42146,0
14,8,2022,22,3138559443,6455.924781,,11783,0
29,11,2021,10,1209502630,3139.254246,,40535,0
19,4,2021,1,3284285455,3429.539284,,67255,1
16,10,2020,22,5156503088,3790.30013,,88420,0
15,4,2021,2,1888335989,1,,89940,0
30,9,2022,10,2280396954,4153.196038,,94807,0
1,9,2022,15,8156084660,7296.646796,,94219,0
3,7,2023,1,9695350103,3720.409199,,71874,0
5,7,2023,9,3935551430,4800.915898,,77933,0
18,4,2020,10,6777334220,2028.723096,,75202,0
1,12,2022,9,6065075482,11510.50094,,92582,0
17,6,2023,2,7722791108,15078.25464,,97526,0
15,4,2021,2,7267256572,3865.011154,,15178,0
25,9,2021,4,9121886267,3999.435483,,33093,0
31,11,2023,21,5685970360,8049.678448,,71674,0
9,1,2022,12,7362992368,1184.15766,,39246,0
10,2,2020,9,9493981610,2280.547372,,52307,0
13,4,2022,18,6161571733,168.0462626,,48618,0
31,8,2020,11,2719069642,5190.367623,,21624,0
12,5,2020,20,1819455679,4076.583612,,80727,0
4,1,2022,9,6639234075,4022.544955,,95614,0
26,7,2022,7,7750231496,1,,46254,1
6,10,2021,18,5159273443,8095.991378,,60859,0
4,8,2022,10,7586599983,6187.145356,,35503,0
3,9,2023,21,4065141320,1617.175526,,49073,0
28,11,2021,22,8576709797,5505.08359,,97357,0
3,12,2022,10,1485449664,9176.101463,,46721,0
19,10,2022,14,9381120341,7307.908294,,21576,0
20,3,2020,3,3769766226,7672.726516,,47303,0
5,2,2022,3,7294903702,8480.458095,,82882,1
22,9,2021,22,2314970791,8606.510401,,42435,0
24,8,2022,3,4807060179,6879.039408,,40562,0
2,11,2023,13,1219530137,8071.717786,,56090,1
23,1,2020,20,4833468718,6746.560406,,88875,1
1,3,2022,2,1333511125,2251.114879,,93463,0
26,10,2023,1,9911856811,8595.231256,,54410,0
25,1,2021,13,7653735825,10384.51628,,70961,0
14,4,2022,13,1400709779,5088.431493,,52517,0
21,9,2021,2,5965191899,4842.407115,,28650,0
17,9,2021,18,9608187038,6663.834265,,41356,0
11,5,2023,9,1514761346,4185.0766,,87891,0
28,7,2023,18,1612056184,3760.917851,,11808,0
21,1,2022,2,7746006466,5217.833018,,46344,0
18,1,2023,12,3205114254,7841.05003,,62672,0
1,10,2023,1,3118607248,1,,20642,0
23,8,2022,0,4619169881,4010.503235,,36243,0
25,5,2021,14,9327900954,7657.33078,,59771,0
11,10,2020,20,1252941993,7205.429218,,80247,0
14,11,2023,21,9077780662,3408.191525,,14232,0
27,10,2022,8,1818521810,5643.920994,,38103,0
20,10,2020,17,8357915224,5074.770781,,22634,0
27,11,2020,16,3871613701,1595.745467,,30886,0
10,2,2023,1,6654804728,7875.52598,,31195,0
24,3,2021,12,5463716383,5180.133794,,90141,0
11,9,2021,11,7011591511,10222.70644,,10115,0
23,7,2023,23,8235275912,12889.31066,,96161,0
23,3,2021,18,2387471902,9004.048495,,93337,1
17,4,2023,4,5655375872,7098.715595,,88209,0
24,5,2022,9,4451096908,4120.072831,,99022,0
11,8,2021,18,3329330597,4880.788012,,13781,0
15,1,2020,21,3507501550,5509.375804,,46360,0
9,6,2022,21,6101516801,1150.29874,,24435,0
22,4,2022,18,3392093078,6005.65362,,34060,0
24,8,2021,5,8014884437,4832.134721,,27590,1
12,11,2022,20,7420026016,1028.211818,,74409,0
1,12,2022,21,6609725031,7282.003572,,32421,0
13,4,2022,21,4546527465,2901.514099,,40134,0
9,11,2021,21,4184988342,1100.049164,,58273,0
14,2,2021,7,8607443735,1641.391804,,73722,0
15,6,2022,21,6966475181,2877.95726,,75246,0
10,7,2023,16,8608688315,6854.988346,,54730,0
12,7,2021,0,9341899032,5856.397625,,82074,0
3,1,2022,6,6219929834,4388.906034,,42475,0
30,7,2020,5,4174371996,6228.977765,,14953,0
23,1,2020,16,5864075980,1861.166654,,23913,0
23,3,2022,16,4581710303,254.4731561,,80569,0
7,4,2023,10,2658818439,5930.036975,,89335,0
22,6,2021,3,5749330128,8711.165768,,68691,0
28,8,2020,20,7115703581,3090.782161,,97958,0
23,9,2022,16,3159151286,5800.759417,,16428,0
18,3,2022,18,3632907846,7419.84826,,97625,1
14,2,2020,9,4597898128,9632.723359,,46954,0
12,1,2020,22,7218006665,2320.151695,,81294,0
28,11,2020,13,7280579753,8028.064652,,59412,0
8,3,2022,4,5029874106,1,,60466,0
29,11,2022,2,4594804368,7049.925999,,27985,0
31,4,2021,6,3169295800,1685.061152,,17780,0
12,2,2020,1,8284621384,6556.400921,,42827,0
16,3,2021,13,2123059983,4420.57921,,33626,0
14,5,2020,11,2230327653,2083.806441,,57735,0
31,12,2023,5,7819777267,5809.231752,,18910,0
3,6,2023,7,5670701003,3166.994248,,41306,0
2,10,2020,1,2473321324,12226.84763,,53792,0
25,1,2022,22,9165397981,2309.457505,,69721,0
10,8,2022,19,4655516286,6894.046312,,53283,0
13,1,2021,1,4635340456,8555.028154,,50154,0
27,11,2023,21,8089191136,2632.802012,,13909,0
3,1,2022,16,1010266224,4798.99605,,35671,0
14,5,2022,7,7739379392,6846.803123,,51523,0
2,10,2020,6,8705647281,2537.341009,,49694,0
4,9,2022,9,4164392521,7894.572589,,14803,1
12,11,2020,22,6833469323,6662.398957,,43146,0
5,1,2022,10,1159445886,1304.05155,,53430,0
18,9,2023,22,8653733125,7672.777044,,32920,0
18,10,2023,3,2062151337,8007.302993,,96539,0
21,2,2022,0,1511627359,3529.487173,,93772,0
18,10,2022,8,2233193715,6816.750225,,37524,0
24,9,2021,10,2501016162,1,,26010,0
28,8,2020,14,9714881763,2510.801736,,25647,0
1,9,2022,10,5780150939,3410.893863,,19059,0
20,7,2021,8,2803359707,6496.843344,,77133,0
20,5,2021,0,8168844654,9419.085868,,62523,0
4,10,2021,4,5385646264,7129.132138,,91053,0
5,11,2021,21,3790226163,6329.804821,,95340,0
18,7,2020,2,7941996180,7099.597017,,61469,0
24,12,2020,9,5892993199,5586.361191,,40889,0
24,6,2021,9,9696375972,1,,88022,0
26,11,2021,0,3471971023,1502.984767,,83765,0
20,7,2021,10,8127473446,4295.326684,,25672,0
17,3,2022,10,3344905896,1,,29088,0
23,6,2023,6,4607193548,4094.277345,,70780,1
15,4,2022,3,1966659894,3153.866938,,89007,0
2,8,2020,5,2399502496,10645.07067,,23134,0
15,10,2022,23,4979663135,2198.862492,,45431,1
22,10,2023,8,7408927614,8999.460192,,11801,0
21,8,2022,22,9068143854,6888.961941,,84366,0
19,5,2020,20,3100624917,4226.030843,,98265,0
25,11,2022,8,6767115376,5687.38838,,38617,0
7,5,2022,21,3951820801,4288.623817,,22893,0
1,11,2022,12,1310444974,5818.187808,,94190,0
10,1,2021,7,7204936439,8371.533335,,40908,1
21,9,2022,9,8479839539,6812.155874,,99883,0
4,4,2023,18,5961412867,2937.652633,,17265,1
13,9,2023,4,8826457929,4946.434623,,72418,0
30,3,2020,22,6865594621,214.8469234,,22467,1
6,8,2023,6,4300384932,9711.702548,,10271,0
19,11,2020,8,4087421329,2208.406761,,83294,0
29,2,2023,20,4055087655,4302.058841,,35330,0
29,10,2021,14,5134209503,3795.725505,,72865,0
6,10,2022,23,9351377653,6935.154881,,72917,0
6,11,2023,2,9112895399,8016.930162,,90657,0
3,10,2022,14,3259370178,1,,57614,0
14,5,2022,13,8751789758,3194.056266,,12531,0
28,5,2022,7,7861290723,6958.823892,,78167,0
11,5,2022,14,8071414483,2921.338138,,84367,0
5,1,2023,7,8554400754,3390.093642,,87253,0
28,1,2020,13,6220090318,6978.947427,,51428,0
27,9,2023,21,9038574880,4167.332602,,35193,0
2,9,2020,16,7411524406,4708.765977,,61140,0
2,6,2020,1,8939649789,6158.576006,,81181,1
6,1,2022,2,5770433729,5153.790008,,55453,0
19,1,2021,13,2432763378,8024.773503,,47746,0
9,5,2021,15,9193499436,1667.767711,,37010,0
15,12,2021,13,4121685150,1909.840053,,19311,0
29,7,2021,4,5953109974,4311.704705,,13241,0
16,11,2021,18,9150858623,5708.206949,,63004,0
14,9,2020,16,3618852078,11409.52298,,38403,0
10,4,2020,7,9913559958,8277.500975,,17184,0
2,4,2021,22,8038888111,3685.318778,,49958,0
6,3,2020,6,2734588049,6261.85133,,83046,0
20,12,2023,20,5105282965,4987.0029,,21238,1
